weather_id,time,temperature,humidity,dew_point,wind_dir,wind_spd,uv_idx,visibility,cloudiness,ceiling,pressure,precip_1h
13,2020-10-05 06:01:00,11.7,70.0,6.3,45.0,10.7,0.0,16.1,1.0,9144.0,1012.7,0.0
13,2020-10-05 07:00:00,11.7,62.0,4.6,293.0,9.3,1.0,20.9,0.0,9144.0,1016.9,0.0
13,2020-10-05 08:01:00,11.7,67.0,5.8,23.0,12.4,2.0,16.1,0.0,9144.0,1013.8,0.0
13,2020-10-05 09:00:00,13.4,60.0,5.8,23.0,12.4,3.0,16.1,0.0,9144.0,1014.5,0.0
13,2020-10-05 10:00:00,15.5,41.0,2.2,315.0,11.1,4.0,20.9,25.0,9144.0,1017.8,0.0
13,2020-10-05 11:01:00,17.1,45.0,5.1,23.0,14.9,5.0,16.1,0.0,9144.0,1015.2,0.0
13,2020-10-05 12:01:00,18.4,41.0,4.9,315.0,17.2,5.0,16.1,9.0,9144.0,1015.2,0.0
13,2020-10-05 13:01:00,18.9,38.0,4.2,315.0,16.7,5.0,20.9,13.0,9144.0,1017.1,0.0
13,2020-10-05 14:01:00,19.5,40.0,5.4,338.0,26.5,4.0,16.1,0.0,9144.0,1016.2,0.0
13,2020-10-05 15:01:00,18.7,42.0,5.7,0.0,25.7,3.0,16.1,16.0,9144.0,1016.8,0.0
13,2020-10-05 16:00:00,18.4,45.0,6.2,293.0,16.7,2.0,20.9,25.0,9144.0,1014.9,0.0
13,2020-10-05 17:00:00,17.2,49.0,6.4,0.0,22.5,1.0,16.1,4.0,9144.0,1020.0,0.0
13,2020-10-05 18:01:00,14.7,58.0,6.5,338.0,21.2,0.0,16.1,0.0,9144.0,1019.5,0.0
13,2020-10-05 19:00:00,13.8,59.0,5.9,293.0,16.7,0.0,20.9,38.0,7437.0,1016.6,0.0
13,2020-10-05 20:00:00,12.7,68.0,7.0,338.0,14.9,0.0,16.1,70.0,7437.0,1020.3,0.0
13,2020-10-05 21:00:00,13.4,67.0,7.4,0.0,14.8,0.0,16.1,91.0,5761.0,1021.3,0.0
13,2020-10-05 22:00:00,12.7,69.0,7.2,293.0,9.3,0.0,20.9,88.0,5761.0,1018.6,0.0
13,2020-10-05 23:01:00,12.1,74.0,7.7,0.0,8.9,0.0,16.1,85.0,9144.0,1017.4,0.0
13,2020-10-06 00:01:00,11.6,78.0,7.9,23.0,9.8,0.0,16.1,100.0,9144.0,1016.9,0.0
13,2020-10-06 01:00:00,11.0,79.0,7.5,293.0,14.8,0.0,20.9,88.0,5730.0,1018.8,0.0
13,2020-10-06 02:01:00,10.5,86.0,8.3,23.0,8.6,0.0,16.1,99.0,5730.0,1016.8,0.0
13,2020-10-06 03:00:00,10.8,84.0,8.2,45.0,8.3,0.0,16.1,76.0,5730.0,1017.3,0.0
13,2020-10-06 04:00:00,10.3,83.0,7.5,315.0,9.3,0.0,20.9,88.0,9144.0,1019.3,0.0
13,2020-10-06 05:00:00,9.8,88.0,7.9,45.0,8.4,0.0,16.1,0.0,9144.0,1021.8,0.0
13,2020-10-06 06:01:00,8.4,95.0,7.6,45.0,8.7,0.0,16.1,0.0,9144.0,1021.5,0.0
13,2020-10-06 07:00:00,8.3,93.0,7.3,293.0,5.6,1.0,20.9,0.0,9144.0,1020.1,0.0
13,2020-10-06 08:00:00,11.1,80.0,7.8,45.0,9.4,2.0,16.1,0.0,9144.0,1021.0,0.0
13,2020-10-06 09:00:00,14.8,65.0,8.4,45.0,9.2,3.0,16.1,3.0,9144.0,1021.0,0.0
13,2020-10-06 10:00:00,16.3,57.0,7.8,293.0,9.3,4.0,19.3,0.0,9144.0,1021.0,0.0
13,2020-10-06 11:00:00,17.7,51.0,7.6,23.0,13.2,5.0,16.1,14.0,9144.0,1019.9,0.0
13,2020-10-06 12:00:00,19.0,46.0,7.2,45.0,12.9,5.0,16.1,0.0,9144.0,1019.0,0.0
13,2020-10-06 13:00:00,20.2,39.0,5.7,68.0,7.4,5.0,19.3,0.0,9144.0,1020.1,0.0
13,2020-10-06 14:00:00,21.4,39.0,7.0,0.0,17.0,4.0,16.1,0.0,9144.0,1017.9,0.0
13,2020-10-06 15:00:00,20.7,41.0,6.9,338.0,15.1,3.0,16.1,0.0,9144.0,1017.6,0.0
13,2020-10-06 16:00:00,20.0,33.0,3.3,315.0,7.4,2.0,20.9,0.0,9144.0,1018.2,0.0
13,2020-10-06 17:02:00,18.4,47.0,6.8,338.0,18.2,1.0,16.1,0.0,9144.0,1018.3,0.0
13,2020-10-06 18:00:00,16.2,53.0,6.6,0.0,15.9,0.0,16.1,0.0,7468.0,1018.0,0.0
13,2020-10-06 19:00:00,15.0,57.0,6.5,270.0,5.6,0.0,20.9,50.0,7498.0,1019.7,0.0
13,2020-10-06 20:00:00,13.3,67.0,7.3,0.0,11.1,0.0,16.1,86.0,7498.0,1019.1,0.0
13,2020-10-06 21:00:00,12.0,75.0,7.8,23.0,11.2,0.0,16.1,86.0,7498.0,1019.1,0.0
13,2020-10-06 22:00:00,12.6,77.0,8.7,0.0,0.0,0.0,17.7,76.0,7498.0,1022.1,0.0
13,2020-10-06 23:01:00,11.9,81.0,8.7,68.0,6.9,0.0,16.1,89.0,7498.0,1020.0,0.0
13,2020-10-07 00:00:00,11.2,82.0,8.2,45.0,9.4,0.0,16.1,100.0,7498.0,1019.4,0.0
13,2020-10-07 01:01:00,10.6,87.0,8.6,270.0,3.7,0.0,17.7,88.0,9144.0,1023.1,0.0
13,2020-10-07 02:00:00,10.0,90.0,8.5,45.0,9.5,0.0,16.1,88.0,9144.0,1020.5,0.0
13,2020-10-07 03:00:00,10.6,87.0,8.6,23.0,5.8,0.0,16.1,99.0,5791.0,1021.5,0.0
13,2020-10-07 04:00:00,9.9,95.0,9.2,248.0,1.9,0.0,16.1,100.0,5791.0,1023.5,0.0
13,2020-10-07 05:00:00,9.3,93.0,8.3,45.0,9.3,0.0,16.1,77.0,5791.0,1022.6,0.0
13,2020-10-07 06:00:00,11.8,81.0,8.7,45.0,8.5,0.0,16.1,62.0,5791.0,1022.8,0.0
13,2020-10-07 07:00:00,11.6,85.0,9.1,293.0,3.7,0.0,16.1,100.0,9144.0,1024.2,0.0
13,2020-10-07 08:00:00,13.0,76.0,8.9,68.0,7.6,2.0,16.1,1.0,9144.0,1023.7,0.0
13,2020-10-07 09:00:00,14.7,69.0,9.0,45.0,10.0,3.0,16.1,5.0,9144.0,1024.1,0.0
13,2020-10-07 10:00:00,17.4,59.0,9.3,203.0,1.9,4.0,19.3,0.0,9144.0,1024.2,0.0
13,2020-10-07 11:01:00,20.0,47.0,8.5,68.0,16.1,4.0,16.1,0.0,9144.0,1024.0,0.0
13,2020-10-07 12:00:00,21.7,41.0,8.0,23.0,14.9,5.0,16.1,15.0,9144.0,1023.4,0.0
13,2020-10-07 13:01:00,22.8,38.0,7.8,203.0,7.4,4.0,19.3,25.0,9144.0,1022.6,0.0
13,2020-10-07 14:00:00,23.8,36.0,7.9,23.0,16.2,4.0,16.1,0.0,9144.0,1021.9,0.0
13,2020-10-07 15:00:00,23.0,39.0,8.5,0.0,17.7,3.0,16.1,11.0,9144.0,1021.0,0.0
13,2020-10-07 16:00:00,22.2,43.0,9.2,158.0,9.3,2.0,19.3,13.0,9144.0,1020.6,0.0
13,2020-10-07 17:00:00,20.9,47.0,9.1,0.0,19.1,1.0,16.1,5.0,9144.0,1024.8,0.0
13,2020-10-07 18:01:00,19.0,53.0,9.2,0.0,18.1,0.0,16.1,3.0,9144.0,1024.9,0.0
13,2020-10-07 19:00:00,18.3,58.0,10.0,248.0,5.6,0.0,14.5,50.0,9144.0,1022.0,0.0
13,2020-10-07 20:00:00,17.3,68.0,11.3,23.0,15.2,0.0,16.1,71.0,9144.0,1024.8,0.0
13,2020-10-07 21:00:00,16.0,74.0,11.5,45.0,14.8,0.0,16.1,79.0,9144.0,1020.7,0.0
13,2020-10-07 22:00:00,14.7,77.0,10.8,0.0,0.0,0.0,19.3,76.0,9144.0,1023.4,0.0
13,2020-10-07 23:01:00,13.6,87.0,11.5,45.0,13.5,0.0,16.1,15.0,9144.0,1021.9,0.0
13,2020-10-08 00:00:00,13.5,88.0,11.6,45.0,12.7,0.0,12.9,15.0,9144.0,1021.9,0.0
13,2020-10-08 01:00:00,13.0,81.0,9.8,0.0,0.0,0.0,17.7,63.0,9144.0,1023.8,0.0
13,2020-10-08 02:00:00,12.1,95.0,11.4,45.0,13.2,0.0,16.1,4.0,9144.0,1022.1,0.0
13,2020-10-08 03:01:00,12.4,94.0,11.5,68.0,12.2,0.0,16.1,1.0,9144.0,1022.5,0.0
13,2020-10-08 04:00:00,12.1,81.0,8.9,0.0,0.0,0.0,16.1,0.0,9144.0,1023.6,0.0
13,2020-10-08 05:00:00,11.3,98.0,11.0,45.0,13.1,0.0,16.1,4.0,9144.0,1023.0,0.0
13,2020-10-08 06:02:00,12.2,91.0,10.7,45.0,15.0,0.0,16.1,4.0,9144.0,1023.2,0.0
13,2020-10-08 07:01:00,11.7,79.0,8.1,45.0,13.7,1.0,16.1,0.0,9144.0,1024.3,0.0
13,2020-10-08 08:00:00,13.6,82.0,10.6,45.0,17.1,2.0,16.1,1.0,9144.0,1024.0,0.0
13,2020-10-08 09:00:00,18.1,64.0,11.2,45.0,17.7,3.0,16.1,0.0,9144.0,1024.7,0.0
13,2020-10-08 10:01:00,19.5,63.0,12.3,0.0,1.9,4.0,19.3,13.0,9144.0,1024.0,0.0
13,2020-10-08 11:00:00,20.8,52.0,10.6,68.0,22.8,4.0,16.1,0.0,9144.0,1025.2,0.0
13,2020-10-08 12:00:00,22.0,47.0,10.3,68.0,23.4,5.0,16.1,0.0,9144.0,1025.0,0.0
13,2020-10-08 13:01:00,23.2,38.0,8.3,90.0,11.1,4.0,19.3,13.0,9144.0,1022.4,0.0
13,2020-10-08 14:00:00,24.3,39.0,9.5,68.0,25.5,4.0,16.1,0.0,9144.0,1024.0,0.0
13,2020-10-08 15:00:00,23.7,40.0,9.4,68.0,24.8,3.0,16.1,0.0,9144.0,1023.4,0.0
13,2020-10-08 16:01:00,22.2,39.0,7.8,45.0,11.1,2.0,19.3,0.0,9144.0,1020.7,0.0
13,2020-10-08 17:00:00,21.1,44.0,8.5,68.0,27.0,1.0,16.1,1.0,9144.0,1022.3,0.0
13,2020-10-08 18:01:00,18.9,49.0,8.1,68.0,25.1,0.0,16.1,0.0,9144.0,1021.8,0.0
13,2020-10-08 19:01:00,17.1,50.0,6.6,90.0,13.0,0.0,20.9,0.0,9144.0,1021.2,0.0
13,2020-10-08 20:01:00,15.3,63.0,8.3,68.0,18.4,0.0,16.1,0.0,9144.0,1021.8,0.0
13,2020-10-08 21:01:00,13.9,66.0,7.8,68.0,17.8,0.0,16.1,0.0,9144.0,1022.5,0.0
13,2020-10-08 22:01:00,12.8,76.0,8.7,248.0,3.7,0.0,17.7,0.0,9144.0,1022.9,0.0
13,2020-10-08 23:02:00,11.8,74.0,7.2,45.0,15.5,0.0,16.1,0.0,9144.0,1023.0,0.0
13,2020-10-09 00:01:00,12.5,71.0,7.3,68.0,17.1,0.0,16.1,0.0,9144.0,1022.9,0.0
13,2020-10-09 01:01:00,11.5,77.0,7.6,0.0,0.0,0.0,17.7,0.0,9144.0,1023.1,0.0
13,2020-10-09 02:00:00,10.6,81.0,7.6,68.0,16.0,0.0,16.1,0.0,9144.0,1022.5,0.0
13,2020-10-09 03:00:00,11.0,80.0,7.7,68.0,16.1,0.0,16.1,39.0,9144.0,1022.4,0.0
13,2020-10-09 04:01:00,10.8,75.0,6.6,113.0,1.9,0.0,16.1,88.0,9144.0,1022.3,0.0
13,2020-10-09 05:00:00,10.0,88.0,8.1,45.0,14.9,0.0,16.1,1.0,9144.0,1021.8,0.0
13,2020-10-09 06:01:00,11.1,83.0,8.3,45.0,13.5,0.0,14.5,0.0,9144.0,1021.4,0.0
13,2020-10-09 07:01:00,12.1,64.0,5.4,0.0,0.0,1.0,16.1,0.0,9144.0,1022.3,0.0
13,2020-10-09 08:01:00,10.3,86.0,8.1,90.0,15.6,2.0,16.1,1.0,9144.0,1021.5,0.0
13,2020-10-09 09:00:00,17.7,60.0,9.8,90.0,14.3,2.0,16.1,1.0,9144.0,1022.1,0.0
13,2020-10-09 10:00:00,19.4,52.0,9.4,90.0,3.7,4.0,17.7,25.0,9144.0,1022.5,0.0
13,2020-10-09 11:01:00,20.9,50.0,10.3,23.0,20.4,4.0,16.1,0.0,9144.0,1023.3,0.0
13,2020-10-09 12:00:00,21.9,47.0,10.1,45.0,18.9,5.0,16.1,2.0,9144.0,1024.0,0.0
13,2020-10-09 13:00:00,23.2,37.0,7.7,293.0,13.0,4.0,20.9,63.0,9144.0,1020.0,0.0
13,2020-10-09 14:01:00,24.4,39.0,9.8,45.0,22.0,4.0,16.1,0.0,9144.0,1023.0,0.0
13,2020-10-09 15:01:00,24.0,40.0,9.8,23.0,19.5,2.0,16.1,9.0,9144.0,1022.1,0.0
13,2020-10-09 16:01:00,21.7,43.0,8.5,113.0,9.3,2.0,19.3,0.0,9144.0,1017.3,0.0
13,2020-10-09 17:01:00,21.7,47.0,10.1,23.0,20.5,1.0,16.1,0.0,9144.0,1021.1,0.0
13,2020-10-09 18:02:00,19.4,54.0,10.0,23.0,19.5,0.0,16.1,0.0,9144.0,1020.8,0.0
13,2020-10-09 19:00:00,18.3,62.0,10.8,113.0,3.7,0.0,19.3,25.0,9144.0,1018.2,0.0
13,2020-10-09 20:00:00,17.0,68.0,11.0,23.0,12.5,0.0,16.1,0.0,9144.0,1022.1,0.0
13,2020-10-09 21:00:00,16.2,72.0,11.0,90.0,11.2,0.0,16.1,0.0,9144.0,1022.5,0.0
13,2020-10-09 22:00:00,15.5,72.0,10.4,0.0,0.0,0.0,12.9,13.0,9144.0,1019.7,0.0
13,2020-10-09 23:00:00,14.5,80.0,11.0,90.0,10.3,0.0,16.1,14.0,9144.0,1022.7,0.0
13,2020-10-10 00:00:00,13.3,85.0,10.8,90.0,9.1,0.0,16.1,44.0,9144.0,1023.3,0.0
13,2020-10-10 01:02:00,12.4,91.0,11.0,0.0,0.0,0.0,16.1,50.0,9144.0,1019.5,0.0
13,2020-10-10 02:01:00,12.1,94.0,11.2,90.0,11.7,0.0,12.9,76.0,9144.0,1019.0,0.0
13,2020-10-10 03:00:00,13.1,86.0,10.9,68.0,11.3,0.0,16.1,85.0,9144.0,1022.5,0.0
13,2020-10-10 04:00:00,12.8,93.0,11.8,45.0,1.9,0.0,16.1,100.0,9144.0,1018.5,0.0
13,2020-10-10 05:01:00,12.6,87.0,10.4,68.0,11.2,0.0,14.5,51.0,9144.0,1022.1,0.0
13,2020-10-10 06:01:00,13.9,81.0,10.8,68.0,9.6,0.0,16.1,11.0,9144.0,1022.7,0.0
13,2020-10-10 07:00:00,13.9,79.0,10.3,0.0,0.0,1.0,14.5,50.0,9144.0,1018.6,0.0
13,2020-10-10 08:00:00,13.9,82.0,10.9,68.0,9.1,2.0,16.1,1.0,9144.0,1023.4,0.0
13,2020-10-10 09:00:00,14.4,83.0,11.6,68.0,9.6,2.0,16.1,1.0,9144.0,1023.7,0.0
13,2020-10-10 10:00:00,18.6,64.0,11.6,180.0,3.7,3.0,19.3,63.0,9144.0,1018.8,0.0
