,time,temperature,humidity,dew_point,wind_dir,wind_spd,uv_idx,visibility,cloudiness,ceiling,precip_prob,precip_1h,predict
26,2022-11-11 22:00:00,11.6667,87.0,10.0,113.0,5.6327,0.0,16.0934,96.0,9144.0,7.0,0.0,0.071539104
27,2022-11-11 23:00:00,12.7778,85.0,10.0,118.0,5.6327,0.0,16.0934,98.0,9144.0,7.0,0.0,0.11404481
28,2022-11-12 00:00:00,13.8889,78.0,10.0,129.0,7.40298,1.0,16.0934,99.0,9144.0,7.0,0.0,24.358994
29,2022-11-12 01:00:00,15.0,70.0,10.0,142.0,7.40298,1.0,16.0934,99.0,9144.0,7.0,0.0,30.556185
30,2022-11-12 02:00:00,16.6667,63.0,9.44444,153.0,9.3342,1.0,16.0934,99.0,3139.44,7.0,0.0,37.228195
31,2022-11-12 03:00:00,18.3333,61.0,10.5556,163.0,13.0357,1.0,16.0934,100.0,3139.44,11.0,0.0,39.490368
32,2022-11-12 04:00:00,18.8889,65.0,12.2222,179.0,16.7372,1.0,16.0934,100.0,3108.96,49.0,0.0,50.620075
33,2022-11-12 05:00:00,18.8889,81.0,15.5556,196.0,20.4387,1.0,8.04672,100.0,3108.96,58.0,2.286,45.89094
34,2022-11-12 06:00:00,18.3333,87.0,16.1111,204.0,22.2089,0.0,16.0934,100.0,3108.96,49.0,0.0,10.048405
35,2022-11-12 07:00:00,19.4444,83.0,16.6667,206.0,24.1402,0.0,16.0934,100.0,3108.96,49.0,0.0,12.33876
36,2022-11-12 08:00:00,18.3333,90.0,16.6667,209.0,24.1402,0.0,8.04672,100.0,2011.68,58.0,2.286,10.905208
37,2022-11-12 09:00:00,17.7778,86.0,15.5556,213.0,24.1402,0.0,16.0934,100.0,2011.68,49.0,0.0,9.98499
38,2022-11-12 10:00:00,17.7778,87.0,15.5556,220.0,25.9104,0.0,16.0934,100.0,2011.68,49.0,0.0,8.732158
39,2022-11-12 11:00:00,17.7778,83.0,15.0,232.0,25.9104,0.0,6.43738,100.0,2011.68,74.0,3.048,17.983397
40,2022-11-12 12:00:00,17.2222,81.0,13.8889,247.0,24.1402,0.0,6.43738,100.0,1981.2,74.0,3.048,13.374141
41,2022-11-12 13:00:00,16.6667,81.0,13.3333,260.0,24.1402,0.0,6.43738,100.0,1981.2,70.0,3.048,13.495036
42,2022-11-12 14:00:00,15.5556,81.0,12.7778,271.0,24.1402,0.0,6.43738,100.0,548.64,70.0,3.048,15.415327
43,2022-11-12 15:00:00,15.0,81.0,11.6667,279.0,24.1402,0.0,16.0934,100.0,548.64,49.0,0.0,3.8278687
44,2022-11-12 16:00:00,14.4444,78.0,10.5556,284.0,25.9104,0.0,16.0934,100.0,548.64,49.0,0.0,4.6658072
45,2022-11-12 17:00:00,13.3333,75.0,9.44444,290.0,25.9104,0.0,8.04672,100.0,518.16,65.0,1.524,9.670851
46,2022-11-12 18:00:00,12.7778,72.0,7.77778,297.0,24.1402,0.0,8.04672,100.0,518.16,65.0,1.524,9.818967
47,2022-11-12 19:00:00,11.6667,71.0,6.66667,305.0,25.9104,0.0,8.04672,100.0,518.16,66.0,1.524,9.014569
48,2022-11-12 20:00:00,10.5556,74.0,6.11111,311.0,22.2089,0.0,8.04672,100.0,518.16,66.0,1.524,7.103463
49,2022-11-12 21:00:00,10.0,70.0,4.44444,313.0,18.5075,0.0,16.0934,100.0,518.16,49.0,0.0,3.2412229
50,2022-11-12 22:00:00,9.44444,67.0,3.88889,314.0,14.806,0.0,16.0934,100.0,518.16,20.0,0.0,2.2897787
51,2022-11-12 23:00:00,8.33333,62.0,1.66667,315.0,11.1045,0.0,16.0934,100.0,518.16,20.0,0.0,3.1710155
52,2022-11-13 00:00:00,10.0,56.0,1.66667,317.0,7.40298,0.0,16.0934,100.0,518.16,20.0,0.0,4.896338
53,2022-11-13 01:00:00,11.1111,51.0,1.66667,329.0,7.40298,1.0,16.0934,100.0,518.16,20.0,0.0,45.031975
54,2022-11-13 02:00:00,12.2222,50.0,1.66667,8.0,7.40298,1.0,16.0934,100.0,518.16,20.0,0.0,41.247917
55,2022-11-13 03:00:00,12.7778,49.0,2.22222,42.0,7.40298,1.0,16.0934,100.0,518.16,13.0,0.0,41.463215
56,2022-11-13 04:00:00,13.3333,48.0,2.22222,50.0,7.40298,1.0,16.0934,79.0,518.16,0.0,0.0,40.13983
57,2022-11-13 05:00:00,13.3333,49.0,2.77778,51.0,7.40298,2.0,16.0934,58.0,9144.0,0.0,0.0,51.765217
58,2022-11-13 06:00:00,13.8889,52.0,4.44444,50.0,7.40298,2.0,16.0934,37.0,9144.0,0.0,0.0,52.384468
59,2022-11-13 07:00:00,13.3333,57.0,5.0,56.0,5.6327,1.0,16.0934,27.0,9144.0,0.0,0.0,39.679405
60,2022-11-13 08:00:00,12.2222,64.0,5.55556,71.0,3.70149,0.0,16.0934,17.0,9144.0,0.0,0.0,-0.38061902
61,2022-11-13 09:00:00,11.1111,70.0,6.11111,93.0,1.93121,0.0,16.0934,7.0,9144.0,0.0,0.0,-0.08857581
62,2022-11-13 10:00:00,10.5556,73.0,6.11111,4.0,3.70149,0.0,16.0934,17.0,9144.0,0.0,0.0,-0.100568
63,2022-11-13 11:00:00,10.0,75.0,5.55556,318.0,5.6327,0.0,16.0934,26.0,9144.0,0.0,0.0,0.20554522
64,2022-11-13 12:00:00,8.88889,77.0,5.55556,311.0,5.6327,0.0,16.0934,34.0,9144.0,0.0,0.0,-0.03459304
65,2022-11-13 13:00:00,8.33333,82.0,5.55556,297.0,5.6327,0.0,16.0934,31.0,9144.0,0.0,0.0,0.6075112
66,2022-11-13 14:00:00,7.22222,90.0,5.55556,282.0,5.6327,0.0,16.0934,28.0,9144.0,0.0,0.0,0.8637465
67,2022-11-13 15:00:00,6.11111,95.0,5.0,275.0,5.6327,0.0,16.0934,25.0,9144.0,0.0,0.0,0.8119849
68,2022-11-13 16:00:00,5.55556,97.0,5.0,277.0,5.6327,0.0,16.0934,22.0,9144.0,0.0,0.0,1.2216055
69,2022-11-13 17:00:00,5.0,97.0,4.44444,283.0,5.6327,0.0,16.0934,19.0,9144.0,0.0,0.0,1.2031446
70,2022-11-13 18:00:00,5.0,96.0,4.44444,285.0,5.6327,0.0,16.0934,16.0,9144.0,0.0,0.0,1.1944097
71,2022-11-13 19:00:00,5.0,98.0,5.0,278.0,5.6327,0.0,16.0934,30.0,9144.0,0.0,0.0,1.216078
