,time,temperature,humidity,dew_point,wind_dir,wind_spd,uv_idx,visibility,cloudiness,ceiling,precip_prob,precip_1h,predict
19,2022-11-16 15:00:00,6.11111,92.0,4.44444,330.0,5.6327,0.0,16.0934,100.0,7223.76,0.0,0.0,0.10424011975732933
20,2022-11-16 16:00:00,5.0,97.0,4.44444,329.0,5.6327,0.0,16.0934,79.0,9144.0,0.0,0.0,-0.7798109640655737
21,2022-11-16 17:00:00,3.88889,98.0,3.33333,320.0,3.70149,0.0,16.0934,57.0,9144.0,0.0,0.0,-0.6275331500534502
22,2022-11-16 18:00:00,3.33333,97.0,2.77778,314.0,3.70149,0.0,16.0934,36.0,9144.0,0.0,0.0,-0.3772047974504861
23,2022-11-16 19:00:00,4.44444,95.0,3.88889,325.0,3.70149,0.0,16.0934,26.0,9144.0,0.0,0.0,-0.5951833955293104
24,2022-11-16 20:00:00,5.55556,94.0,5.0,349.0,3.70149,0.0,16.0934,17.0,9144.0,0.0,0.0,-0.6647021441738405
25,2022-11-16 21:00:00,6.66667,90.0,5.55556,18.0,3.70149,0.0,16.0934,7.0,9144.0,0.0,0.0,-0.8778467578570355
26,2022-11-16 22:00:00,7.77778,85.0,5.55556,44.0,3.70149,0.0,16.0934,7.0,9144.0,0.0,0.0,-0.6823876650844731
27,2022-11-16 23:00:00,8.88889,77.0,5.55556,61.0,3.70149,1.0,16.0934,8.0,9144.0,0.0,0.0,11.643571248113679
28,2022-11-17 00:00:00,10.5556,69.0,5.0,67.0,3.70149,2.0,16.0934,8.0,9144.0,0.0,0.0,41.33167696973392
29,2022-11-17 01:00:00,11.6667,61.0,3.88889,237.0,5.6327,2.0,16.0934,6.0,9144.0,0.0,0.0,48.87789322385903
30,2022-11-17 02:00:00,12.7778,53.0,3.33333,243.0,5.6327,3.0,16.0934,3.0,9144.0,0.0,0.0,61.61828135369713
31,2022-11-17 03:00:00,13.8889,48.0,2.77778,248.0,7.40298,3.0,16.0934,0.0,9144.0,0.0,0.0,61.553160394705216
32,2022-11-17 04:00:00,13.8889,45.0,2.22222,258.0,7.40298,3.0,16.0934,0.0,9144.0,0.0,0.0,61.92441732054121
33,2022-11-17 05:00:00,15.0,45.0,2.77778,269.0,7.40298,2.0,16.0934,0.0,9144.0,0.0,0.0,57.585224340138566
34,2022-11-17 06:00:00,13.8889,47.0,2.77778,275.0,7.40298,2.0,16.0934,0.0,9144.0,0.0,0.0,57.96776961361549
35,2022-11-17 07:00:00,12.7778,52.0,3.33333,279.0,7.40298,1.0,16.0934,0.0,9144.0,0.0,0.0,34.6173308871322
36,2022-11-17 08:00:00,12.2222,59.0,4.44444,283.0,7.40298,0.0,16.0934,0.0,9144.0,0.0,0.0,5.083527438368952
37,2022-11-17 09:00:00,11.1111,65.0,5.0,286.0,5.6327,0.0,16.0934,0.0,9144.0,0.0,0.0,2.921969918867708
38,2022-11-17 10:00:00,10.0,70.0,5.0,282.0,5.6327,0.0,16.0934,0.0,9144.0,0.0,0.0,2.160448185788819
39,2022-11-17 11:00:00,9.44444,74.0,5.0,271.0,5.6327,0.0,16.0934,0.0,9144.0,0.0,0.0,1.9776534591364583
40,2022-11-17 12:00:00,8.88889,77.0,5.0,257.0,3.70149,0.0,16.0934,0.0,9144.0,0.0,0.0,-0.3459992533043711
41,2022-11-17 13:00:00,7.77778,80.0,4.44444,247.0,3.70149,0.0,16.0934,0.0,9144.0,0.0,0.0,-0.46059096031906677
42,2022-11-17 14:00:00,7.22222,81.0,4.44444,239.0,3.70149,0.0,16.0934,0.0,9144.0,0.0,0.0,-0.49153676445611616
43,2022-11-17 15:00:00,6.66667,82.0,3.33333,235.0,3.70149,0.0,16.0934,0.0,9144.0,0.0,0.0,-0.41341771653968573
44,2022-11-17 16:00:00,6.11111,81.0,3.33333,235.0,3.70149,0.0,16.0934,0.0,9144.0,0.0,0.0,-0.49877300610627084
45,2022-11-17 17:00:00,6.11111,80.0,2.77778,236.0,3.70149,0.0,16.0934,0.0,9144.0,0.0,0.0,-0.3737016910671681
46,2022-11-17 18:00:00,5.55556,79.0,2.22222,235.0,3.70149,0.0,16.0934,0.0,9144.0,0.0,0.0,-0.2277546034448653
47,2022-11-17 19:00:00,5.55556,79.0,2.22222,232.0,3.70149,0.0,16.0934,28.0,9144.0,0.0,0.0,-0.18483836881520188
48,2022-11-17 20:00:00,6.66667,80.0,3.88889,226.0,3.70149,0.0,16.0934,56.0,9144.0,0.0,0.0,-0.5554411233709868
49,2022-11-17 21:00:00,8.33333,80.0,5.0,219.0,3.70149,0.0,16.0934,84.0,609.6,0.0,0.0,-0.228533190804026
50,2022-11-17 22:00:00,9.44444,79.0,6.11111,204.0,3.70149,0.0,16.0934,89.0,640.08,0.0,0.0,0.5065613099045532
51,2022-11-17 23:00:00,11.1111,76.0,6.66667,186.0,5.6327,0.0,16.0934,95.0,640.08,0.0,0.0,1.787683786003934
52,2022-11-18 00:00:00,12.2222,71.0,7.22222,182.0,5.6327,0.0,11.2654,100.0,640.08,0.0,0.0,3.9107400996301798
53,2022-11-18 01:00:00,13.8889,63.0,6.66667,188.0,5.6327,1.0,16.0934,97.0,640.08,0.0,0.0,40.71542546314966
54,2022-11-18 02:00:00,15.0,55.0,6.11111,195.0,5.6327,1.0,16.0934,95.0,9144.0,0.0,0.0,36.48785237767916
55,2022-11-18 03:00:00,16.1111,48.0,5.55556,203.0,5.6327,2.0,16.0934,92.0,9144.0,0.0,0.0,45.515652246263
56,2022-11-18 04:00:00,16.6667,46.0,5.0,217.0,7.40298,2.0,16.0934,84.0,9144.0,0.0,0.0,44.61706757852154
57,2022-11-18 05:00:00,17.2222,48.0,6.11111,245.0,7.40298,2.0,16.0934,76.0,7315.2,0.0,0.0,46.755534821581975
58,2022-11-18 06:00:00,15.5556,54.0,6.11111,265.0,7.40298,1.0,16.0934,68.0,7315.2,0.0,0.0,35.16588474416494
59,2022-11-18 07:00:00,13.8889,62.0,6.66667,268.0,7.40298,1.0,16.0934,79.0,7315.2,0.0,0.0,33.485431154801915
60,2022-11-18 08:00:00,12.2222,71.0,7.22222,270.0,5.6327,0.0,16.0934,89.0,7315.2,0.0,0.0,3.0123244603240056
61,2022-11-18 09:00:00,10.5556,80.0,7.22222,272.0,5.6327,0.0,16.0934,100.0,7315.2,0.0,0.0,1.1248810243902867
62,2022-11-18 10:00:00,10.0,85.0,7.77778,276.0,3.70149,0.0,16.0934,100.0,7315.2,0.0,0.0,1.9398711752378963
63,2022-11-18 11:00:00,9.44444,88.0,7.77778,300.0,3.70149,0.0,16.0934,100.0,7315.2,0.0,0.0,1.096229547096688
64,2022-11-18 12:00:00,8.88889,89.0,7.22222,52.0,3.70149,0.0,16.0934,100.0,7315.2,0.0,0.0,-0.6250449531217976
65,2022-11-18 13:00:00,8.33333,91.0,6.66667,67.0,3.70149,0.0,16.0934,100.0,7315.2,0.0,0.0,-0.8387231137036875
66,2022-11-18 14:00:00,7.77778,91.0,6.66667,78.0,3.70149,0.0,16.0934,100.0,5669.28,0.0,0.0,-0.3749245457053729
67,2022-11-18 15:00:00,7.22222,92.0,6.11111,83.0,3.70149,0.0,16.0934,100.0,5669.28,0.0,0.0,-0.30360369595388026
68,2022-11-18 16:00:00,6.66667,92.0,5.55556,83.0,5.6327,0.0,16.0934,100.0,5669.28,0.0,0.0,-0.11479393268859639
69,2022-11-18 17:00:00,6.66667,90.0,5.55556,82.0,5.6327,0.0,16.0934,100.0,5669.28,0.0,0.0,0.10817799692764807
70,2022-11-18 18:00:00,7.22222,89.0,5.55556,81.0,5.6327,0.0,16.0934,100.0,5669.28,0.0,0.0,0.34271834554670594
71,2022-11-18 19:00:00,7.22222,87.0,5.55556,81.0,5.6327,0.0,16.0934,99.0,5669.28,0.0,0.0,0.3021115533937493
