,pv_id,time,amount
172,4,2022-11-12T00:00:00+00:00,9.416
173,5,2022-11-12T00:00:00+00:00,5.827
174,6,2022-11-12T00:00:00+00:00,2.262
175,7,2022-11-12T00:00:00+00:00,2.2
176,8,2022-11-12T00:00:00+00:00,1.599
177,9,2022-11-12T00:00:00+00:00,1.045
178,10,2022-11-12T00:00:00+00:00,22.316
179,11,2022-11-12T00:00:00+00:00,18.028
180,12,2022-11-12T00:00:00+00:00,14.048
181,13,2022-11-12T00:00:00+00:00,19.832
182,14,2022-11-12T00:00:00+00:00,25.092
183,15,2022-11-12T00:00:00+00:00,10.296
184,16,2022-11-12T00:00:00+00:00,23.364
185,17,2022-11-12T00:00:00+00:00,48.416
186,18,2022-11-12T00:00:00+00:00,9.796
187,19,2022-11-12T00:00:00+00:00,18.852
188,20,2022-11-12T00:00:00+00:00,3.4
189,0,2022-11-12T01:00:00+00:00,79.9
190,1,2022-11-12T01:00:00+00:00,9.477
191,2,2022-11-12T01:00:00+00:00,19.844
192,3,2022-11-12T01:00:00+00:00,19.748
193,4,2022-11-12T01:00:00+00:00,17.352
194,5,2022-11-12T01:00:00+00:00,9.86
195,6,2022-11-12T01:00:00+00:00,11.154
196,7,2022-11-12T01:00:00+00:00,9.94
197,8,2022-11-12T01:00:00+00:00,8.246
198,9,2022-11-12T01:00:00+00:00,7.035
199,10,2022-11-12T01:00:00+00:00,33.092
200,11,2022-11-12T01:00:00+00:00,36.632
201,12,2022-11-12T01:00:00+00:00,29.316
202,13,2022-11-12T01:00:00+00:00,38.912
203,14,2022-11-12T01:00:00+00:00,47.812
204,15,2022-11-12T01:00:00+00:00,12.892
205,16,2022-11-12T01:00:00+00:00,31.38
206,17,2022-11-12T01:00:00+00:00,117.088
207,18,2022-11-12T01:00:00+00:00,25.248
208,19,2022-11-12T01:00:00+00:00,68.844
209,20,2022-11-12T01:00:00+00:00,30.468
210,0,2022-11-12T02:00:00+00:00,163.1
211,1,2022-11-12T02:00:00+00:00,17.03
212,2,2022-11-12T02:00:00+00:00,43.892
213,3,2022-11-12T02:00:00+00:00,39.052
214,4,2022-11-12T02:00:00+00:00,47.384
215,5,2022-11-12T02:00:00+00:00,14.513
216,6,2022-11-12T02:00:00+00:00,28.689
217,7,2022-11-12T02:00:00+00:00,29.744
218,8,2022-11-12T02:00:00+00:00,22.567
219,9,2022-11-12T02:00:00+00:00,18.962
220,10,2022-11-12T02:00:00+00:00,45.932
221,11,2022-11-12T02:00:00+00:00,50.168
222,12,2022-11-12T02:00:00+00:00,35.188
223,13,2022-11-12T02:00:00+00:00,35.232
224,14,2022-11-12T02:00:00+00:00,34.768
225,15,2022-11-12T02:00:00+00:00,21.696
226,16,2022-11-12T02:00:00+00:00,42.788
227,17,2022-11-12T02:00:00+00:00,150.048
228,18,2022-11-12T02:00:00+00:00,37.544
229,19,2022-11-12T02:00:00+00:00,147.888
230,20,2022-11-12T02:00:00+00:00,42.876
231,0,2022-11-12T03:00:00+00:00,223.5
232,1,2022-11-12T03:00:00+00:00,14.38
233,2,2022-11-12T03:00:00+00:00,49.668
234,3,2022-11-12T03:00:00+00:00,51.32
235,4,2022-11-12T03:00:00+00:00,54.888
236,5,2022-11-12T03:00:00+00:00,15.572
237,6,2022-11-12T03:00:00+00:00,33.111
238,7,2022-11-12T03:00:00+00:00,42.344
239,8,2022-11-12T03:00:00+00:00,23.921
240,9,2022-11-12T03:00:00+00:00,20.374
241,10,2022-11-12T03:00:00+00:00,29.664
242,11,2022-11-12T03:00:00+00:00,60.252
243,12,2022-11-12T03:00:00+00:00,32.464
244,13,2022-11-12T03:00:00+00:00,37.98
245,14,2022-11-12T03:00:00+00:00,22.06
246,15,2022-11-12T03:00:00+00:00,27.4
247,16,2022-11-12T03:00:00+00:00,28.308
248,17,2022-11-12T03:00:00+00:00,132.112
249,18,2022-11-12T03:00:00+00:00,40.132
250,19,2022-11-12T03:00:00+00:00,139.332
251,20,2022-11-12T03:00:00+00:00,34.372
252,0,2022-11-12T04:00:00+00:00,108.5
253,1,2022-11-12T04:00:00+00:00,7.782
254,2,2022-11-12T04:00:00+00:00,51.396
255,3,2022-11-12T04:00:00+00:00,59.696
256,4,2022-11-12T04:00:00+00:00,55.012
257,5,2022-11-12T04:00:00+00:00,18.672
258,6,2022-11-12T04:00:00+00:00,22.173
259,7,2022-11-12T04:00:00+00:00,42.02
260,8,2022-11-12T04:00:00+00:00,15.652
261,9,2022-11-12T04:00:00+00:00,13.948
262,10,2022-11-12T04:00:00+00:00,24.208
263,11,2022-11-12T04:00:00+00:00,33.728
264,12,2022-11-12T04:00:00+00:00,17.908
265,13,2022-11-12T04:00:00+00:00,31.208
266,14,2022-11-12T04:00:00+00:00,39.652
267,15,2022-11-12T04:00:00+00:00,23.336
268,16,2022-11-12T04:00:00+00:00,32.54
269,17,2022-11-12T04:00:00+00:00,93.088
270,18,2022-11-12T04:00:00+00:00,26.108
271,19,2022-11-12T04:00:00+00:00,106.512
272,20,2022-11-12T04:00:00+00:00,17.476
273,0,2022-11-12T05:00:00+00:00,76.0
274,1,2022-11-12T05:00:00+00:00,3.244
275,2,2022-11-12T05:00:00+00:00,38.268
276,3,2022-11-12T05:00:00+00:00,37.568
277,4,2022-11-12T05:00:00+00:00,34.252
278,5,2022-11-12T05:00:00+00:00,19.722
279,6,2022-11-12T05:00:00+00:00,17.544
280,7,2022-11-12T05:00:00+00:00,22.304
281,8,2022-11-12T05:00:00+00:00,9.74
282,9,2022-11-12T05:00:00+00:00,7.483
283,10,2022-11-12T05:00:00+00:00,18.468
284,11,2022-11-12T05:00:00+00:00,26.452
285,12,2022-11-12T05:00:00+00:00,19.92
286,13,2022-11-12T05:00:00+00:00,24.788
287,14,2022-11-12T05:00:00+00:00,38.74
288,15,2022-11-12T05:00:00+00:00,25.752
289,16,2022-11-12T05:00:00+00:00,23.644
290,17,2022-11-12T05:00:00+00:00,91.568
291,18,2022-11-12T05:00:00+00:00,17.392
292,19,2022-11-12T05:00:00+00:00,79.704
293,20,2022-11-12T05:00:00+00:00,7.396
294,0,2022-11-12T06:00:00+00:00,28.6
295,1,2022-11-12T06:00:00+00:00,0.806
296,2,2022-11-12T06:00:00+00:00,21.8
297,3,2022-11-12T06:00:00+00:00,36.22
298,4,2022-11-12T06:00:00+00:00,27.052
299,5,2022-11-12T06:00:00+00:00,14.031
300,6,2022-11-12T06:00:00+00:00,4.716
301,7,2022-11-12T06:00:00+00:00,3.932
302,8,2022-11-12T06:00:00+00:00,2.846
303,9,2022-11-12T06:00:00+00:00,2.834
304,10,2022-11-12T06:00:00+00:00,3.032
305,11,2022-11-12T06:00:00+00:00,17.512
306,12,2022-11-12T06:00:00+00:00,6.144
307,13,2022-11-12T06:00:00+00:00,12.596
308,14,2022-11-12T06:00:00+00:00,14.112
309,15,2022-11-12T06:00:00+00:00,14.576
310,16,2022-11-12T06:00:00+00:00,18.188
311,17,2022-11-12T06:00:00+00:00,85.344
312,18,2022-11-12T06:00:00+00:00,29.208
313,19,2022-11-12T06:00:00+00:00,51.888
314,20,2022-11-12T06:00:00+00:00,9.172
315,0,2022-11-12T07:00:00+00:00,28.4
316,1,2022-11-12T07:00:00+00:00,1.694
317,2,2022-11-12T07:00:00+00:00,8.7
318,3,2022-11-12T07:00:00+00:00,13.22
319,4,2022-11-12T07:00:00+00:00,13.068
320,5,2022-11-12T07:00:00+00:00,7.095
321,6,2022-11-12T07:00:00+00:00,4.395
322,7,2022-11-12T07:00:00+00:00,1.392
323,8,2022-11-12T07:00:00+00:00,2.231
324,9,2022-11-12T07:00:00+00:00,1.956
325,10,2022-11-12T07:00:00+00:00,3.492
326,11,2022-11-12T07:00:00+00:00,6.044
327,12,2022-11-12T07:00:00+00:00,5.232
328,13,2022-11-12T07:00:00+00:00,8.952
329,14,2022-11-12T07:00:00+00:00,9.832
330,15,2022-11-12T07:00:00+00:00,9.74
331,16,2022-11-12T07:00:00+00:00,23.748
332,17,2022-11-12T07:00:00+00:00,44.096
333,18,2022-11-12T07:00:00+00:00,23.876
334,19,2022-11-12T07:00:00+00:00,31.104
335,20,2022-11-12T07:00:00+00:00,6.4
336,0,2022-11-12T08:00:00+00:00,13.3
337,1,2022-11-12T08:00:00+00:00,0.444
338,2,2022-11-12T08:00:00+00:00,3.724
339,3,2022-11-12T08:00:00+00:00,6.936
340,4,2022-11-12T08:00:00+00:00,4.476
341,5,2022-11-12T08:00:00+00:00,2.681
342,6,2022-11-12T08:00:00+00:00,1.914
343,7,2022-11-12T08:00:00+00:00,2.104
344,8,2022-11-12T08:00:00+00:00,0.739
345,9,2022-11-12T08:00:00+00:00,0.719
346,10,2022-11-12T08:00:00+00:00,2.428
347,11,2022-11-12T08:00:00+00:00,3.0
348,12,2022-11-12T08:00:00+00:00,2.236
349,13,2022-11-12T08:00:00+00:00,5.232
350,14,2022-11-12T08:00:00+00:00,1.16
351,15,2022-11-12T08:00:00+00:00,6.828
352,16,2022-11-12T08:00:00+00:00,5.696
353,17,2022-11-12T08:00:00+00:00,15.536
354,18,2022-11-12T08:00:00+00:00,3.664
355,19,2022-11-12T08:00:00+00:00,8.196
356,20,2022-11-12T08:00:00+00:00,2.032
357,0,2022-11-12T09:00:00+00:00,1.1
358,1,2022-11-12T09:00:00+00:00,0.0
359,2,2022-11-12T09:00:00+00:00,0.088
360,3,2022-11-12T09:00:00+00:00,0.16
361,4,2022-11-12T09:00:00+00:00,0.128
362,5,2022-11-12T09:00:00+00:00,0.141
363,6,2022-11-12T09:00:00+00:00,0.009
364,7,2022-11-12T09:00:00+00:00,0.016
365,8,2022-11-12T09:00:00+00:00,0.0
366,9,2022-11-12T09:00:00+00:00,0.0
367,10,2022-11-12T09:00:00+00:00,0.18
368,11,2022-11-12T09:00:00+00:00,0.244
369,12,2022-11-12T09:00:00+00:00,0.088
370,13,2022-11-12T09:00:00+00:00,0.136
371,14,2022-11-12T09:00:00+00:00,0.0
372,15,2022-11-12T09:00:00+00:00,0.136
373,16,2022-11-12T09:00:00+00:00,0.268
374,17,2022-11-12T09:00:00+00:00,1.2
375,18,2022-11-12T09:00:00+00:00,0.364
376,19,2022-11-12T09:00:00+00:00,0.264
377,20,2022-11-12T09:00:00+00:00,0.0
378,0,2022-11-12T10:00:00+00:00,0.0
379,1,2022-11-12T10:00:00+00:00,0.0
380,2,2022-11-12T10:00:00+00:00,0.0
381,3,2022-11-12T10:00:00+00:00,0.0
382,4,2022-11-12T10:00:00+00:00,0.0
383,5,2022-11-12T10:00:00+00:00,0.0
384,6,2022-11-12T10:00:00+00:00,0.009
385,7,2022-11-12T10:00:00+00:00,0.012
386,8,2022-11-12T10:00:00+00:00,0.0
387,9,2022-11-12T10:00:00+00:00,0.0
388,10,2022-11-12T10:00:00+00:00,0.0
389,11,2022-11-12T10:00:00+00:00,0.0
390,12,2022-11-12T10:00:00+00:00,0.0
391,13,2022-11-12T10:00:00+00:00,0.0
392,14,2022-11-12T10:00:00+00:00,0.0
393,15,2022-11-12T10:00:00+00:00,0.0
394,16,2022-11-12T10:00:00+00:00,0.0
395,17,2022-11-12T10:00:00+00:00,0.0
396,18,2022-11-12T10:00:00+00:00,0.012
397,19,2022-11-12T10:00:00+00:00,0.0
398,20,2022-11-12T10:00:00+00:00,0.0
399,0,2022-11-12T11:00:00+00:00,0.0
400,1,2022-11-12T11:00:00+00:00,0.0
401,2,2022-11-12T11:00:00+00:00,0.0
402,3,2022-11-12T11:00:00+00:00,0.0
403,4,2022-11-12T11:00:00+00:00,0.0
404,5,2022-11-12T11:00:00+00:00,0.0
405,6,2022-11-12T11:00:00+00:00,0.009
406,7,2022-11-12T11:00:00+00:00,0.02
407,8,2022-11-12T11:00:00+00:00,0.0
408,9,2022-11-12T11:00:00+00:00,0.0
409,10,2022-11-12T11:00:00+00:00,0.0
410,11,2022-11-12T11:00:00+00:00,0.0
411,12,2022-11-12T11:00:00+00:00,0.0
412,13,2022-11-12T11:00:00+00:00,0.0
413,14,2022-11-12T11:00:00+00:00,0.0
414,15,2022-11-12T11:00:00+00:00,0.0
415,16,2022-11-12T11:00:00+00:00,0.0
416,17,2022-11-12T11:00:00+00:00,0.0
417,18,2022-11-12T11:00:00+00:00,0.012
418,19,2022-11-12T11:00:00+00:00,0.0
419,20,2022-11-12T11:00:00+00:00,0.0
420,0,2022-11-12T12:00:00+00:00,0.0
421,1,2022-11-12T12:00:00+00:00,0.0
422,2,2022-11-12T12:00:00+00:00,0.0
423,3,2022-11-12T12:00:00+00:00,0.0
424,4,2022-11-12T12:00:00+00:00,0.0
425,5,2022-11-12T12:00:00+00:00,0.0
426,6,2022-11-12T12:00:00+00:00,0.012
427,7,2022-11-12T12:00:00+00:00,0.016
428,8,2022-11-12T12:00:00+00:00,0.0
429,9,2022-11-12T12:00:00+00:00,0.0
430,10,2022-11-12T12:00:00+00:00,0.0
431,11,2022-11-12T12:00:00+00:00,0.0
432,12,2022-11-12T12:00:00+00:00,0.0
433,13,2022-11-12T12:00:00+00:00,0.0
434,14,2022-11-12T12:00:00+00:00,0.0
435,15,2022-11-12T12:00:00+00:00,0.0
436,16,2022-11-12T12:00:00+00:00,0.0
437,17,2022-11-12T12:00:00+00:00,0.0
438,18,2022-11-12T12:00:00+00:00,0.016
439,19,2022-11-12T12:00:00+00:00,0.0
440,20,2022-11-12T12:00:00+00:00,0.0
441,0,2022-11-12T13:00:00+00:00,0.0
442,1,2022-11-12T13:00:00+00:00,0.0
443,2,2022-11-12T13:00:00+00:00,0.0
444,3,2022-11-12T13:00:00+00:00,0.0
445,4,2022-11-12T13:00:00+00:00,0.0
446,5,2022-11-12T13:00:00+00:00,0.0
447,6,2022-11-12T13:00:00+00:00,0.009
448,7,2022-11-12T13:00:00+00:00,0.016
449,8,2022-11-12T13:00:00+00:00,0.0
450,9,2022-11-12T13:00:00+00:00,0.0
451,10,2022-11-12T13:00:00+00:00,0.0
452,11,2022-11-12T13:00:00+00:00,0.0
453,12,2022-11-12T13:00:00+00:00,0.0
454,13,2022-11-12T13:00:00+00:00,0.0
455,14,2022-11-12T13:00:00+00:00,0.0
456,15,2022-11-12T13:00:00+00:00,0.0
457,16,2022-11-12T13:00:00+00:00,0.0
458,17,2022-11-12T13:00:00+00:00,0.0
459,18,2022-11-12T13:00:00+00:00,0.012
460,19,2022-11-12T13:00:00+00:00,0.0
461,20,2022-11-12T13:00:00+00:00,0.004
462,0,2022-11-12T14:00:00+00:00,0.0
463,1,2022-11-12T14:00:00+00:00,0.0
464,2,2022-11-12T14:00:00+00:00,0.0
465,3,2022-11-12T14:00:00+00:00,0.0
466,4,2022-11-12T14:00:00+00:00,0.0
467,5,2022-11-12T14:00:00+00:00,0.0
468,6,2022-11-12T14:00:00+00:00,0.012
469,7,2022-11-12T14:00:00+00:00,0.02
470,8,2022-11-12T14:00:00+00:00,0.0
471,9,2022-11-12T14:00:00+00:00,0.0
472,10,2022-11-12T14:00:00+00:00,0.0
473,11,2022-11-12T14:00:00+00:00,0.0
474,12,2022-11-12T14:00:00+00:00,0.0
475,13,2022-11-12T14:00:00+00:00,0.0
476,14,2022-11-12T14:00:00+00:00,0.0
477,15,2022-11-12T14:00:00+00:00,0.0
478,16,2022-11-12T14:00:00+00:00,0.0
479,17,2022-11-12T14:00:00+00:00,0.0
480,18,2022-11-12T14:00:00+00:00,0.016
481,19,2022-11-12T14:00:00+00:00,0.0
482,20,2022-11-12T14:00:00+00:00,0.0
483,0,2022-11-12T15:00:00+00:00,0.0
484,1,2022-11-12T15:00:00+00:00,0.0
485,2,2022-11-12T15:00:00+00:00,0.0
486,3,2022-11-12T15:00:00+00:00,0.0
487,4,2022-11-12T15:00:00+00:00,0.0
488,5,2022-11-12T15:00:00+00:00,0.0
489,6,2022-11-12T15:00:00+00:00,0.009
490,7,2022-11-12T15:00:00+00:00,0.016
491,8,2022-11-12T15:00:00+00:00,0.0
492,9,2022-11-12T15:00:00+00:00,0.0
493,10,2022-11-12T15:00:00+00:00,0.0
494,11,2022-11-12T15:00:00+00:00,0.0
495,12,2022-11-12T15:00:00+00:00,0.0
496,13,2022-11-12T15:00:00+00:00,0.0
497,14,2022-11-12T15:00:00+00:00,0.0
498,15,2022-11-12T15:00:00+00:00,0.0
499,16,2022-11-12T15:00:00+00:00,0.0
500,17,2022-11-12T15:00:00+00:00,0.0
501,18,2022-11-12T15:00:00+00:00,0.008
502,19,2022-11-12T15:00:00+00:00,0.0
503,20,2022-11-12T15:00:00+00:00,0.0
